Clapeyron Database File,,,
original UNIFAC 2.0 Unlike Parameters [csvtype = unlike,grouptype = originalUNIFAC],,
CH=-C~|~C=-C,COOH~|~HCOOH,188.12708,10.1016/j.cej.2024.158667
CH=-C~|~C=-C,CH2CL~|~CHCL~|~CCL,43.40795,10.1016/j.cej.2024.158667
CH=-C~|~C=-C,CH2CL2~|~CHCL2~|~CCL2,15.843205,10.1016/j.cej.2024.158667
CH=-C~|~C=-C,CHCL3~|~CCL3,3.4662385,10.1016/j.cej.2024.158667
CH=-C~|~C=-C,CCL4,-7.962736,10.1016/j.cej.2024.158667
CH=-C~|~C=-C,ACCL,59.898903,10.1016/j.cej.2024.158667
CH=-C~|~C=-C,CH3NO2~|~CH2NO2~|~CHNO2,125.56931,10.1016/j.cej.2024.158667
CH=-C~|~C=-C,ACNO2,90.59482,10.1016/j.cej.2024.158667
CH=-C~|~C=-C,CS2,117.76951,10.1016/j.cej.2024.158667
CH=-C~|~C=-C,CH3SH~|~CH2SH,-11.0103655,10.1016/j.cej.2024.158667
CH=-C~|~C=-C,FURFURAL,31.734474,10.1016/j.cej.2024.158667
CH=-C~|~C=-C,DOH,339.79193,10.1016/j.cej.2024.158667
CH=-C~|~C=-C,I,98.56537,10.1016/j.cej.2024.158667
CH=-C~|~C=-C,BR,111.801956,10.1016/j.cej.2024.158667
CH=-C~|~C=-C,DMSO,19.069082,10.1016/j.cej.2024.158667
CH=-C~|~C=-C,ACRY,74.64598,10.1016/j.cej.2024.158667
CH=-C~|~C=-C,CL-(C=C),20.724937,10.1016/j.cej.2024.158667
CH=-C~|~C=-C,ACF,65.76842,10.1016/j.cej.2024.158667
CH=-C~|~C=-C,DMF~|~HCON(..,-37.571236,10.1016/j.cej.2024.158667
CH=-C~|~C=-C,CF3~|~CF2~|~CF,111.870384,10.1016/j.cej.2024.158667
CH=-C~|~C=-C,COO,322.24335,10.1016/j.cej.2024.158667
CH=-C~|~C=-C,SIH3~|~SIH2~|~SIH~|~SI,-93.44411,10.1016/j.cej.2024.158667
CH=-C~|~C=-C,SIH2O~|~SIHO~|~SIO,32.964775,10.1016/j.cej.2024.158667
CH=-C~|~C=-C,NMP,-32.916267,10.1016/j.cej.2024.158667
CH=-C~|~C=-C,CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,21.675188,10.1016/j.cej.2024.158667
CH=-C~|~C=-C,CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,181.60127,10.1016/j.cej.2024.158667
CH=-C~|~C=-C,C2H5O2~|~C2H4O2,82.188034,10.1016/j.cej.2024.158667
CH=-C~|~C=-C,CH3S~|~CH2S~|~CHS,-73.465996,10.1016/j.cej.2024.158667
CH=-C~|~C=-C,MORPH,-15.132895,10.1016/j.cej.2024.158667
CH=-C~|~C=-C,C4H4S~|~C4H3S~|~C4H2S,7.41657,10.1016/j.cej.2024.158667
CH=-C~|~C=-C,NCO,112.81575,10.1016/j.cej.2024.158667
CH=-C~|~C=-C,CH2SuCH2~|~CH2SuCH,192.46274,10.1016/j.cej.2024.158667
CH=-C~|~C=-C,IMIDAZOL,73.37727,10.1016/j.cej.2024.158667
CH=-C~|~C=-C,BTI,215.21472,10.1016/j.cej.2024.158667
DMSO,CH3~|~CH2~|~CH~|~C,137.61966,10.1016/j.cej.2024.158667
DMSO,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,104.23134,10.1016/j.cej.2024.158667
DMSO,ACH~|~AC,31.796497,10.1016/j.cej.2024.158667
DMSO,ACCH3~|~ACCH2~|~ACCH,76.148155,10.1016/j.cej.2024.158667
DMSO,OH,-87.856255,10.1016/j.cej.2024.158667
DMSO,CH3OH,-156.80045,10.1016/j.cej.2024.158667
DMSO,H2O,-199.46451,10.1016/j.cej.2024.158667
DMSO,ACOH,-542.4928,10.1016/j.cej.2024.158667
DMSO,CH3CO~|~CH2CO,-44.642097,10.1016/j.cej.2024.158667
DMSO,HCO,25.451633,10.1016/j.cej.2024.158667
DMSO,CH3COO~|~CH2COO,-8.087788,10.1016/j.cej.2024.158667
DMSO,HCOO,4.0863585,10.1016/j.cej.2024.158667
DMSO,CH3O~|~CH2O~|~CHO~|~THF,-84.15538,10.1016/j.cej.2024.158667
DMSO,CH3NH2~|~CH2NH2~|~CHNH2,-16.819403,10.1016/j.cej.2024.158667
DMSO,CH3NH~|~CH2NH~|~CHNH,103.32175,10.1016/j.cej.2024.158667
DMSO,CH3N~|~CH2N,105.20233,10.1016/j.cej.2024.158667
DMSO,ACNH2,-37.300602,10.1016/j.cej.2024.158667
DMSO,C5H5N~|~C5H4N~|~C5H3N,-82.44727,10.1016/j.cej.2024.158667
DMSO,CH3CN~|~CH2CN,14.700001,10.1016/j.cej.2024.158667
DMSO,COOH~|~HCOOH,-282.71335,10.1016/j.cej.2024.158667
DMSO,CH2CL~|~CHCL~|~CCL,6.9601774,10.1016/j.cej.2024.158667
DMSO,CH2CL2~|~CHCL2~|~CCL2,-25.129816,10.1016/j.cej.2024.158667
DMSO,CHCL3~|~CCL3,-16.020939,10.1016/j.cej.2024.158667
DMSO,CCL4,47.740593,10.1016/j.cej.2024.158667
DMSO,ACCL,116.8364,10.1016/j.cej.2024.158667
DMSO,CH3NO2~|~CH2NO2~|~CHNO2,-70.887825,10.1016/j.cej.2024.158667
DMSO,ACNO2,-73.378624,10.1016/j.cej.2024.158667
DMSO,CS2,197.20747,10.1016/j.cej.2024.158667
DMSO,CH3SH~|~CH2SH,11.739048,10.1016/j.cej.2024.158667
DMSO,FURFURAL,-60.86973,10.1016/j.cej.2024.158667
DMSO,DOH,-33.67761,10.1016/j.cej.2024.158667
DMSO,I,90.27291,10.1016/j.cej.2024.158667
DMSO,BR,-32.07319,10.1016/j.cej.2024.158667
DMSO,CH=-C~|~C=-C,-29.139204,10.1016/j.cej.2024.158667
DMSO,ACRY,-11.838803,10.1016/j.cej.2024.158667
DMSO,CL-(C=C),51.26539,10.1016/j.cej.2024.158667
DMSO,ACF,75.951294,10.1016/j.cej.2024.158667
DMSO,DMF~|~HCON(..,-33.868187,10.1016/j.cej.2024.158667
DMSO,CF3~|~CF2~|~CF,10.191597,10.1016/j.cej.2024.158667
DMSO,COO,-14.50962,10.1016/j.cej.2024.158667
DMSO,SIH3~|~SIH2~|~SIH~|~SI,49.746346,10.1016/j.cej.2024.158667
DMSO,SIH2O~|~SIHO~|~SIO,-52.809235,10.1016/j.cej.2024.158667
DMSO,NMP,-33.213345,10.1016/j.cej.2024.158667
DMSO,CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,-47.98176,10.1016/j.cej.2024.158667
DMSO,CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,26.623741,10.1016/j.cej.2024.158667
DMSO,C2H5O2~|~C2H4O2,-82.39289,10.1016/j.cej.2024.158667
DMSO,CH3S~|~CH2S~|~CHS,-34.501465,10.1016/j.cej.2024.158667
DMSO,MORPH,3.1080837,10.1016/j.cej.2024.158667
DMSO,C4H4S~|~C4H3S~|~C4H2S,6.032917,10.1016/j.cej.2024.158667
DMSO,NCO,-54.88344,10.1016/j.cej.2024.158667
DMSO,CH2SuCH2~|~CH2SuCH,-45.14441,10.1016/j.cej.2024.158667
DMSO,IMIDAZOL,-74.02231,10.1016/j.cej.2024.158667
DMSO,BTI,-121.380684,10.1016/j.cej.2024.158667
ACRY,CH3~|~CH2~|~CH~|~C,16.138683,10.1016/j.cej.2024.158667
ACRY,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,-3.766697,10.1016/j.cej.2024.158667
ACRY,ACH~|~AC,-27.292559,10.1016/j.cej.2024.158667
ACRY,ACCH3~|~ACCH2~|~ACCH,-8.706099,10.1016/j.cej.2024.158667
ACRY,OH,211.37576,10.1016/j.cej.2024.158667
ACRY,CH3OH,206.72667,10.1016/j.cej.2024.158667
ACRY,H2O,249.12991,10.1016/j.cej.2024.158667
ACRY,ACOH,266.2415,10.1016/j.cej.2024.158667
ACRY,CH3CO~|~CH2CO,79.146774,10.1016/j.cej.2024.158667
ACRY,HCO,40.252415,10.1016/j.cej.2024.158667
ACRY,CH3COO~|~CH2COO,54.076077,10.1016/j.cej.2024.158667
ACRY,HCOO,108.5743,10.1016/j.cej.2024.158667
ACRY,CH3O~|~CH2O~|~CHO~|~THF,-30.94468,10.1016/j.cej.2024.158667
ACRY,CH3NH2~|~CH2NH2~|~CHNH2,35.83663,10.1016/j.cej.2024.158667
ACRY,CH3NH~|~CH2NH~|~CHNH,-2.3051498,10.1016/j.cej.2024.158667
ACRY,CH3N~|~CH2N,91.85012,10.1016/j.cej.2024.158667
ACRY,ACNH2,290.06616,10.1016/j.cej.2024.158667
ACRY,C5H5N~|~C5H4N~|~C5H3N,57.74482,10.1016/j.cej.2024.158667
ACRY,CH3CN~|~CH2CN,98.48456,10.1016/j.cej.2024.158667
ACRY,COOH~|~HCOOH,64.77479,10.1016/j.cej.2024.158667
ACRY,CH2CL~|~CHCL~|~CCL,0.47071797,10.1016/j.cej.2024.158667
ACRY,CH2CL2~|~CHCL2~|~CCL2,-27.244932,10.1016/j.cej.2024.158667
ACRY,CHCL3~|~CCL3,-47.578655,10.1016/j.cej.2024.158667
ACRY,CCL4,-22.87961,10.1016/j.cej.2024.158667
ACRY,ACCL,9.71961,10.1016/j.cej.2024.158667
ACRY,CH3NO2~|~CH2NO2~|~CHNO2,61.836784,10.1016/j.cej.2024.158667
ACRY,ACNO2,35.052193,10.1016/j.cej.2024.158667
ACRY,CS2,49.014343,10.1016/j.cej.2024.158667
ACRY,CH3SH~|~CH2SH,-23.679668,10.1016/j.cej.2024.158667
ACRY,FURFURAL,19.546564,10.1016/j.cej.2024.158667
ACRY,DOH,191.28271,10.1016/j.cej.2024.158667
ACRY,I,56.241814,10.1016/j.cej.2024.158667
ACRY,BR,40.15278,10.1016/j.cej.2024.158667
ACRY,CH=-C~|~C=-C,-6.488242,10.1016/j.cej.2024.158667
ACRY,DMSO,27.284988,10.1016/j.cej.2024.158667
ACRY,CL-(C=C),-32.13649,10.1016/j.cej.2024.158667
ACRY,ACF,30.029324,10.1016/j.cej.2024.158667
ACRY,DMF~|~HCON(..,19.432327,10.1016/j.cej.2024.158667
ACRY,CF3~|~CF2~|~CF,46.625027,10.1016/j.cej.2024.158667
ACRY,COO,213.20396,10.1016/j.cej.2024.158667
ACRY,SIH3~|~SIH2~|~SIH~|~SI,-53.556053,10.1016/j.cej.2024.158667
ACRY,SIH2O~|~SIHO~|~SIO,15.113005,10.1016/j.cej.2024.158667
ACRY,NMP,-4.3300333,10.1016/j.cej.2024.158667
ACRY,CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,-13.885802,10.1016/j.cej.2024.158667
ACRY,CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,156.63553,10.1016/j.cej.2024.158667
ACRY,C2H5O2~|~C2H4O2,54.261395,10.1016/j.cej.2024.158667
ACRY,CH3S~|~CH2S~|~CHS,-23.61462,10.1016/j.cej.2024.158667
ACRY,MORPH,-12.778112,10.1016/j.cej.2024.158667
ACRY,C4H4S~|~C4H3S~|~C4H2S,-11.340333,10.1016/j.cej.2024.158667
ACRY,NCO,63.69528,10.1016/j.cej.2024.158667
ACRY,CH2SuCH2~|~CH2SuCH,133.1113,10.1016/j.cej.2024.158667
ACRY,IMIDAZOL,35.931477,10.1016/j.cej.2024.158667
ACRY,BTI,105.80292,10.1016/j.cej.2024.158667
CL-(C=C),CH3~|~CH2~|~CH~|~C,57.902634,10.1016/j.cej.2024.158667
CL-(C=C),CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,62.307667,10.1016/j.cej.2024.158667
CL-(C=C),ACH~|~AC,17.155489,10.1016/j.cej.2024.158667
CL-(C=C),ACCH3~|~ACCH2~|~ACCH,26.326233,10.1016/j.cej.2024.158667
CL-(C=C),OH,717.65405,10.1016/j.cej.2024.158667
CL-(C=C),CH3OH,698.15356,10.1016/j.cej.2024.158667
CL-(C=C),H2O,1028.8306,10.1016/j.cej.2024.158667
CL-(C=C),ACOH,1108.4037,10.1016/j.cej.2024.158667
CL-(C=C),CH3CO~|~CH2CO,355.60272,10.1016/j.cej.2024.158667
CL-(C=C),HCO,523.6252,10.1016/j.cej.2024.158667
CL-(C=C),CH3COO~|~CH2COO,207.03967,10.1016/j.cej.2024.158667
CL-(C=C),HCOO,323.20044,10.1016/j.cej.2024.158667
CL-(C=C),CH3O~|~CH2O~|~CHO~|~THF,208.6809,10.1016/j.cej.2024.158667
CL-(C=C),CH3NH2~|~CH2NH2~|~CHNH2,285.62726,10.1016/j.cej.2024.158667
CL-(C=C),CH3NH~|~CH2NH~|~CHNH,211.97006,10.1016/j.cej.2024.158667
CL-(C=C),CH3N~|~CH2N,203.053,10.1016/j.cej.2024.158667
CL-(C=C),ACNH2,745.3973,10.1016/j.cej.2024.158667
CL-(C=C),C5H5N~|~C5H4N~|~C5H3N,229.44139,10.1016/j.cej.2024.158667
CL-(C=C),CH3CN~|~CH2CN,470.7747,10.1016/j.cej.2024.158667
CL-(C=C),COOH~|~HCOOH,406.09564,10.1016/j.cej.2024.158667
CL-(C=C),CH2CL~|~CHCL~|~CCL,155.40697,10.1016/j.cej.2024.158667
CL-(C=C),CH2CL2~|~CHCL2~|~CCL2,116.99319,10.1016/j.cej.2024.158667
CL-(C=C),CHCL3~|~CCL3,30.27769,10.1016/j.cej.2024.158667
CL-(C=C),CCL4,31.248638,10.1016/j.cej.2024.158667
CL-(C=C),ACCL,79.14063,10.1016/j.cej.2024.158667
CL-(C=C),CH3NO2~|~CH2NO2~|~CHNO2,371.94492,10.1016/j.cej.2024.158667
CL-(C=C),ACNO2,439.4664,10.1016/j.cej.2024.158667
CL-(C=C),CS2,132.3947,10.1016/j.cej.2024.158667
CL-(C=C),CH3SH~|~CH2SH,88.101746,10.1016/j.cej.2024.158667
CL-(C=C),FURFURAL,212.61679,10.1016/j.cej.2024.158667
CL-(C=C),DOH,680.8817,10.1016/j.cej.2024.158667
CL-(C=C),I,278.5542,10.1016/j.cej.2024.158667
CL-(C=C),BR,296.0961,10.1016/j.cej.2024.158667
CL-(C=C),CH=-C~|~C=-C,180.75768,10.1016/j.cej.2024.158667
CL-(C=C),DMSO,212.39941,10.1016/j.cej.2024.158667
CL-(C=C),ACRY,233.005,10.1016/j.cej.2024.158667
CL-(C=C),ACF,73.98096,10.1016/j.cej.2024.158667
CL-(C=C),DMF~|~HCON(..,196.74767,10.1016/j.cej.2024.158667
CL-(C=C),CF3~|~CF2~|~CF,37.24398,10.1016/j.cej.2024.158667
CL-(C=C),COO,432.29333,10.1016/j.cej.2024.158667
CL-(C=C),SIH3~|~SIH2~|~SIH~|~SI,-289.8285,10.1016/j.cej.2024.158667
CL-(C=C),SIH2O~|~SIHO~|~SIO,18.47558,10.1016/j.cej.2024.158667
CL-(C=C),NMP,155.0333,10.1016/j.cej.2024.158667
CL-(C=C),CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,41.954384,10.1016/j.cej.2024.158667
CL-(C=C),CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,623.9219,10.1016/j.cej.2024.158667
CL-(C=C),C2H5O2~|~C2H4O2,263.2814,10.1016/j.cej.2024.158667
CL-(C=C),CH3S~|~CH2S~|~CHS,144.3971,10.1016/j.cej.2024.158667
CL-(C=C),MORPH,65.46948,10.1016/j.cej.2024.158667
CL-(C=C),C4H4S~|~C4H3S~|~C4H2S,79.31405,10.1016/j.cej.2024.158667
CL-(C=C),NCO,340.47992,10.1016/j.cej.2024.158667
CL-(C=C),CH2SuCH2~|~CH2SuCH,567.42883,10.1016/j.cej.2024.158667
CL-(C=C),IMIDAZOL,250.48805,10.1016/j.cej.2024.158667
CL-(C=C),BTI,474.34573,10.1016/j.cej.2024.158667
ACF,CH3~|~CH2~|~CH~|~C,-11.4008665,10.1016/j.cej.2024.158667
ACF,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,-40.400436,10.1016/j.cej.2024.158667
ACF,ACH~|~AC,-64.980675,10.1016/j.cej.2024.158667
ACF,ACCH3~|~ACCH2~|~ACCH,-42.377907,10.1016/j.cej.2024.158667
ACF,OH,206.56018,10.1016/j.cej.2024.158667
ACF,CH3OH,150.45041,10.1016/j.cej.2024.158667
ACF,H2O,286.91974,10.1016/j.cej.2024.158667
ACF,ACOH,159.7749,10.1016/j.cej.2024.158667
ACF,CH3CO~|~CH2CO,118.52212,10.1016/j.cej.2024.158667
ACF,HCO,203.96667,10.1016/j.cej.2024.158667
ACF,CH3COO~|~CH2COO,69.96125,10.1016/j.cej.2024.158667
ACF,HCOO,135.32831,10.1016/j.cej.2024.158667
ACF,CH3O~|~CH2O~|~CHO~|~THF,39.803497,10.1016/j.cej.2024.158667
ACF,CH3NH2~|~CH2NH2~|~CHNH2,94.04327,10.1016/j.cej.2024.158667
ACF,CH3NH~|~CH2NH~|~CHNH,161.63763,10.1016/j.cej.2024.158667
ACF,CH3N~|~CH2N,165.21158,10.1016/j.cej.2024.158667
ACF,ACNH2,360.0451,10.1016/j.cej.2024.158667
ACF,C5H5N~|~C5H4N~|~C5H3N,39.50154,10.1016/j.cej.2024.158667
ACF,CH3CN~|~CH2CN,147.51253,10.1016/j.cej.2024.158667
ACF,COOH~|~HCOOH,-28.898964,10.1016/j.cej.2024.158667
ACF,CH2CL~|~CHCL~|~CCL,-34.07801,10.1016/j.cej.2024.158667
ACF,CH2CL2~|~CHCL2~|~CCL2,-53.671383,10.1016/j.cej.2024.158667
ACF,CHCL3~|~CCL3,-105.78154,10.1016/j.cej.2024.158667
ACF,CCL4,-71.91882,10.1016/j.cej.2024.158667
ACF,ACCL,-57.30635,10.1016/j.cej.2024.158667
ACF,CH3NO2~|~CH2NO2~|~CHNO2,62.681637,10.1016/j.cej.2024.158667
ACF,ACNO2,62.29011,10.1016/j.cej.2024.158667
ACF,CS2,-54.941135,10.1016/j.cej.2024.158667
ACF,CH3SH~|~CH2SH,-46.32808,10.1016/j.cej.2024.158667
ACF,FURFURAL,26.020702,10.1016/j.cej.2024.158667
ACF,DOH,250.89514,10.1016/j.cej.2024.158667
ACF,I,0.988194,10.1016/j.cej.2024.158667
ACF,BR,-23.80796,10.1016/j.cej.2024.158667
ACF,CH=-C~|~C=-C,-9.106578,10.1016/j.cej.2024.158667
ACF,DMSO,126.28523,10.1016/j.cej.2024.158667
ACF,ACRY,14.253967,10.1016/j.cej.2024.158667
ACF,CL-(C=C),-110.56134,10.1016/j.cej.2024.158667
ACF,DMF~|~HCON(..,85.20417,10.1016/j.cej.2024.158667
ACF,CF3~|~CF2~|~CF,-51.628616,10.1016/j.cej.2024.158667
ACF,COO,159.9994,10.1016/j.cej.2024.158667
ACF,SIH3~|~SIH2~|~SIH~|~SI,-93.910965,10.1016/j.cej.2024.158667
ACF,SIH2O~|~SIHO~|~SIO,2.4873874,10.1016/j.cej.2024.158667
ACF,NMP,57.534313,10.1016/j.cej.2024.158667
ACF,CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,-90.74276,10.1016/j.cej.2024.158667
ACF,CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,279.6783,10.1016/j.cej.2024.158667
ACF,C2H5O2~|~C2H4O2,109.23496,10.1016/j.cej.2024.158667
ACF,CH3S~|~CH2S~|~CHS,57.930473,10.1016/j.cej.2024.158667
ACF,MORPH,19.279104,10.1016/j.cej.2024.158667
ACF,C4H4S~|~C4H3S~|~C4H2S,-32.672752,10.1016/j.cej.2024.158667
ACF,NCO,96.59177,10.1016/j.cej.2024.158667
ACF,CH2SuCH2~|~CH2SuCH,213.96127,10.1016/j.cej.2024.158667
ACF,IMIDAZOL,85.971535,10.1016/j.cej.2024.158667
ACF,BTI,114.8809,10.1016/j.cej.2024.158667
DMF~|~HCON(..,CH3~|~CH2~|~CH~|~C,23.357822,10.1016/j.cej.2024.158667
DMF~|~HCON(..,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,-8.16753,10.1016/j.cej.2024.158667
DMF~|~HCON(..,ACH~|~AC,-29.589565,10.1016/j.cej.2024.158667
DMF~|~HCON(..,ACCH3~|~ACCH2~|~ACCH,-17.49497,10.1016/j.cej.2024.158667
DMF~|~HCON(..,OH,-40.678337,10.1016/j.cej.2024.158667
DMF~|~HCON(..,CH3OH,-124.388824,10.1016/j.cej.2024.158667
DMF~|~HCON(..,H2O,-105.22622,10.1016/j.cej.2024.158667
DMF~|~HCON(..,ACOH,-313.35596,10.1016/j.cej.2024.158667
DMF~|~HCON(..,CH3CO~|~CH2CO,-13.708139,10.1016/j.cej.2024.158667
DMF~|~HCON(..,HCO,-10.682919,10.1016/j.cej.2024.158667
DMF~|~HCON(..,CH3COO~|~CH2COO,28.912203,10.1016/j.cej.2024.158667
DMF~|~HCON(..,HCOO,102.89787,10.1016/j.cej.2024.158667
DMF~|~HCON(..,CH3O~|~CH2O~|~CHO~|~THF,-75.192314,10.1016/j.cej.2024.158667
DMF~|~HCON(..,CH3NH2~|~CH2NH2~|~CHNH2,-30.000523,10.1016/j.cej.2024.158667
DMF~|~HCON(..,CH3NH~|~CH2NH~|~CHNH,86.44662,10.1016/j.cej.2024.158667
DMF~|~HCON(..,CH3N~|~CH2N,152.62144,10.1016/j.cej.2024.158667
DMF~|~HCON(..,ACNH2,93.516685,10.1016/j.cej.2024.158667
DMF~|~HCON(..,C5H5N~|~C5H4N~|~C5H3N,-59.911076,10.1016/j.cej.2024.158667
DMF~|~HCON(..,CH3CN~|~CH2CN,42.16844,10.1016/j.cej.2024.158667
DMF~|~HCON(..,COOH~|~HCOOH,-267.9279,10.1016/j.cej.2024.158667
DMF~|~HCON(..,CH2CL~|~CHCL~|~CCL,-39.38922,10.1016/j.cej.2024.158667
DMF~|~HCON(..,CH2CL2~|~CHCL2~|~CCL2,-53.49923,10.1016/j.cej.2024.158667
DMF~|~HCON(..,CHCL3~|~CCL3,-80.33971,10.1016/j.cej.2024.158667
DMF~|~HCON(..,CCL4,-41.428932,10.1016/j.cej.2024.158667
DMF~|~HCON(..,ACCL,-10.299929,10.1016/j.cej.2024.158667
DMF~|~HCON(..,CH3NO2~|~CH2NO2~|~CHNO2,-19.918251,10.1016/j.cej.2024.158667
DMF~|~HCON(..,ACNO2,-70.59203,10.1016/j.cej.2024.158667
DMF~|~HCON(..,CS2,0.72830534,10.1016/j.cej.2024.158667
DMF~|~HCON(..,CH3SH~|~CH2SH,-14.962496,10.1016/j.cej.2024.158667
DMF~|~HCON(..,FURFURAL,-45.24852,10.1016/j.cej.2024.158667
DMF~|~HCON(..,DOH,23.13195,10.1016/j.cej.2024.158667
DMF~|~HCON(..,I,27.106512,10.1016/j.cej.2024.158667
DMF~|~HCON(..,BR,-36.26102,10.1016/j.cej.2024.158667
DMF~|~HCON(..,CH=-C~|~C=-C,-35.72552,10.1016/j.cej.2024.158667
DMF~|~HCON(..,DMSO,29.084532,10.1016/j.cej.2024.158667
DMF~|~HCON(..,ACRY,-44.124065,10.1016/j.cej.2024.158667
DMF~|~HCON(..,CL-(C=C),-26.763697,10.1016/j.cej.2024.158667
DMF~|~HCON(..,ACF,31.45081,10.1016/j.cej.2024.158667
DMF~|~HCON(..,CF3~|~CF2~|~CF,-12.331068,10.1016/j.cej.2024.158667
DMF~|~HCON(..,COO,40.07129,10.1016/j.cej.2024.158667
DMF~|~HCON(..,SIH3~|~SIH2~|~SIH~|~SI,13.823494,10.1016/j.cej.2024.158667
DMF~|~HCON(..,SIH2O~|~SIHO~|~SIO,-6.0088587,10.1016/j.cej.2024.158667
DMF~|~HCON(..,NMP,-12.763356,10.1016/j.cej.2024.158667
DMF~|~HCON(..,CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,-134.40994,10.1016/j.cej.2024.158667
DMF~|~HCON(..,CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,110.206665,10.1016/j.cej.2024.158667
DMF~|~HCON(..,C2H5O2~|~C2H4O2,-42.236805,10.1016/j.cej.2024.158667
DMF~|~HCON(..,CH3S~|~CH2S~|~CHS,-9.970313,10.1016/j.cej.2024.158667
DMF~|~HCON(..,MORPH,-17.812275,10.1016/j.cej.2024.158667
DMF~|~HCON(..,C4H4S~|~C4H3S~|~C4H2S,-38.73694,10.1016/j.cej.2024.158667
DMF~|~HCON(..,NCO,-7.563446,10.1016/j.cej.2024.158667
DMF~|~HCON(..,CH2SuCH2~|~CH2SuCH,22.10154,10.1016/j.cej.2024.158667
DMF~|~HCON(..,IMIDAZOL,-23.373396,10.1016/j.cej.2024.158667
DMF~|~HCON(..,BTI,-37.33787,10.1016/j.cej.2024.158667
CF3~|~CF2~|~CF,CH3~|~CH2~|~CH~|~C,95.87346,10.1016/j.cej.2024.158667
CF3~|~CF2~|~CF,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,116.90297,10.1016/j.cej.2024.158667
CF3~|~CF2~|~CF,ACH~|~AC,112.70621,10.1016/j.cej.2024.158667
CF3~|~CF2~|~CF,ACCH3~|~ACCH2~|~ACCH,73.50257,10.1016/j.cej.2024.158667
CF3~|~CF2~|~CF,OH,1038.4952,10.1016/j.cej.2024.158667
CF3~|~CF2~|~CF,CH3OH,1020.8125,10.1016/j.cej.2024.158667
CF3~|~CF2~|~CF,H2O,1465.5676,10.1016/j.cej.2024.158667
CF3~|~CF2~|~CF,ACOH,1832.1279,10.1016/j.cej.2024.158667
CF3~|~CF2~|~CF,CH3CO~|~CH2CO,431.3808,10.1016/j.cej.2024.158667
CF3~|~CF2~|~CF,HCO,572.9237,10.1016/j.cej.2024.158667
CF3~|~CF2~|~CF,CH3COO~|~CH2COO,313.4483,10.1016/j.cej.2024.158667
CF3~|~CF2~|~CF,HCOO,555.2269,10.1016/j.cej.2024.158667
CF3~|~CF2~|~CF,CH3O~|~CH2O~|~CHO~|~THF,173.48477,10.1016/j.cej.2024.158667
CF3~|~CF2~|~CF,CH3NH2~|~CH2NH2~|~CHNH2,336.46176,10.1016/j.cej.2024.158667
CF3~|~CF2~|~CF,CH3NH~|~CH2NH~|~CHNH,112.13302,10.1016/j.cej.2024.158667
CF3~|~CF2~|~CF,CH3N~|~CH2N,285.51733,10.1016/j.cej.2024.158667
CF3~|~CF2~|~CF,ACNH2,964.1464,10.1016/j.cej.2024.158667
CF3~|~CF2~|~CF,C5H5N~|~C5H4N~|~C5H3N,330.94022,10.1016/j.cej.2024.158667
CF3~|~CF2~|~CF,CH3CN~|~CH2CN,733.4924,10.1016/j.cej.2024.158667
CF3~|~CF2~|~CF,COOH~|~HCOOH,620.7523,10.1016/j.cej.2024.158667
CF3~|~CF2~|~CF,CH2CL~|~CHCL~|~CCL,333.16287,10.1016/j.cej.2024.158667
CF3~|~CF2~|~CF,CH2CL2~|~CHCL2~|~CCL2,290.37912,10.1016/j.cej.2024.158667
CF3~|~CF2~|~CF,CHCL3~|~CCL3,190.68826,10.1016/j.cej.2024.158667
CF3~|~CF2~|~CF,CCL4,120.12549,10.1016/j.cej.2024.158667
