Clapeyron Database File
PCPSAFT Like Parameters; Esper et al. (2023) [csvtype = like]
species,Mw,segment,sigma,epsilon,dipole,n_a,n_b,source,type,bounds_violation
propyl isobutyrate~|~n-propyl isobutyrate~|~n-propyl n-isobutyrate~|~2-methyl-propanoicacidpropylester,130.099,4.26309,3.59836,235.84188,1.89,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
isobutylisobutyrate~|~2-methylpropyl 2-methylpropanoate,144.115,4.53016,3.66733,234.94499,0.0,2,0,,NONPOLAR,OK
propyl isovalerate,144.115,4.61344,3.63893,238.20116,0.0,2,0,,NONPOLAR,OK
isoamyl propionate~|~3-methylbutyl propanoate,144.115,4.28178,3.75157,249.91597,0.0,2,0,,NONPOLAR,OK
isoamyl butyrate~|~isopentylbutanoate~|~isopentyl butyrate~|~3-methylbutyl butanoate,158.131,4.32649,3.86864,257.58553,0.0,2,0,,NONPOLAR,OK
isopentyl isovalerate~|~3-methylbutyl 3-methylbutanoate~|~3-methyl-butanoicacid-3-methylbutylester~|~3-methylbutanoic acid 3-methylbutyl ester,172.146,3.84758,4.15503,279.37646,0.0,2,0,,NONPOLAR,OK
benzyl dichloride~|~benzylidene chloride~|~(dichloromethyl)benzene~|~(dichloromethyl)-benzene,159.985,3.52642,3.70955,313.13603,2.03,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
benzylformate,136.052,3.90855,3.55946,296.68471,1.84,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
dipropyl oxalate~|~di-n-propyl oxalate,174.089,5.75718,3.43458,244.98941,0.0,4,0,,NONPOLAR,OK
"1,2,3-tribromopropane",277.794,3.76035,3.51173,316.86914,0.0,0,0,,NONPOLAR,OK
propyl benzoate~|~n-propyl benzoate~|~benzoicacidpropylester,164.084,4.97471,3.55285,272.57924,1.83,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"dipropyl succinate~|~butanedioic acid, dipropyl ester",202.121,6.07603,3.57696,253.63156,0.0,4,0,,NONPOLAR,OK
alpha-terpineol~|~p-menth-1-en-8-ol,154.136,3.71465,4.00628,305.0386,0.0,1,1,,ASSOCIATIVE,kappa_ab: lower
propanamide~|~propionamide,73.053,1.66325,4.09579,488.99767,0.0,1,2,,ASSOCIATIVE,OK
"gamma-terpinene~|~.gamma.-terpinene~|~1-methyl-4-(1-methylethyl)-1,4-cyclohexadiene",136.125,3.88518,3.8439,278.02059,0.0,0,0,,NONPOLAR,OK
thymol~|~3-methyl-6-isopropylphenol~|~1-methyl-3-hydroxy-5-isopropyl benzene,150.104,2.85441,4.32507,360.79953,0.0,1,1,,ASSOCIATIVE,kappa_ab: lower
"p-dibromobenzene~|~1,4-dibrombenzene~|~1,4-dibromobenzene",233.868,3.13662,3.80234,347.91066,0.0,0,0,,NONPOLAR,OK
3-methyl-1-butanethiol,104.066,2.60553,4.03409,292.28297,0.0,1,1,,ASSOCIATIVE,OK
"dimethylallene~|~3-methyl-1,2-butadiene",68.063,2.68657,3.59051,239.04875,0.0,0,0,,NONPOLAR,OK
3-methyl-3-buten-2-one~|~methyl isopropenyl ketone,84.058,2.83846,3.59377,267.23508,2.74,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"1,3,5-trichlorobenzene",179.93,3.34345,3.75742,326.53359,0.0,0,0,,NONPOLAR,OK
anethole~|~1-methoxy-4-(1-propenyl)-benzene,148.089,5.30861,3.39528,268.06603,1.5,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
2-propoxyethanol~|~ethylene glycol monopropyl ether,104.084,2.76734,3.87369,249.87644,0.0,2,1,,ASSOCIATIVE,OK
glycol monoacetate~|~2-hydroxyethyl acetate,104.047,5.84843,2.79386,240.78674,0.0,3,1,,ASSOCIATIVE,kappa_ab: lower
"1,3-dichloro-t-2-butene~|~cis-1,3-dichloro-2-butene~|~1,3-dichloro-trans-2-butene",123.985,2.93893,3.67459,290.80849,2.15,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
tetrafluorosilane~|~silicon tetrafluoride,103.971,3.29363,2.79753,116.02648,0.0,0,0,,NONPOLAR,OK
"r134a~|~tetrafluoroethane~|~1,1,1,2-tetrafluoroethane",102.009,3.12135,3.05561,165.92164,2.06,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
perfluoro-2-butyltetrahydrofuran,415.969,5.36052,3.77472,187.02867,0.0,1,0,,NONPOLAR,OK
diethoxy(oxo)phosphanium,138.045,4.16892,3.49066,276.25483,0.0,3,0,,NONPOLAR,OK
acetone cyanohydrin~|~2-hydroxy-2-methylpropionitrile,85.053,2.23662,3.94059,406.24134,0.0,2,1,,ASSOCIATIVE,kappa_ab: lower
hydroxyacetonitrile,57.021,1.0,4.1806,268.76807,0.0,2,1,,ASSOCIATIVE,m: lower
boron trichloride,115.916,2.05618,3.73205,255.7477,0.0,0,0,,NONPOLAR,OK
arsine,77.945,1.04468,3.96443,290.02617,0.0,0,0,,NONPOLAR,OK
arsenic trichloride~|~arsenic (iii) chloride,179.828,2.91417,3.40134,301.02485,1.6,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"allyl sulfide~|~diallylsulfide~|~3,3'-thiobis-1-propene",114.05,2.70319,4.02518,310.67398,0.0,1,0,,NONPOLAR,OK
"1,3-dimethoxybenzene~|~resorcinol dimethyl ether",138.068,4.53623,3.41172,280.83971,0.0,2,0,,NONPOLAR,OK
"ethyl tert-amyl ether~|~ethyl tert-pentyl ether~|~4,4-dimethyl-3-oxahexane~|~1,1-dimethylpropyl ethyl ether",116.12,3.45444,3.85157,240.98121,0.0,1,0,,NONPOLAR,OK
"2,6-dimethylpiperidine",113.12,2.13846,4.5,313.64433,0.0,1,1,,ASSOCIATIVE,sigma: higher
allyl formate,86.037,3.55826,3.20944,235.35661,0.0,2,0,,NONPOLAR,OK
2-iodobutane,183.975,3.07689,3.69295,276.16685,0.0,0,0,,NONPOLAR,OK
isoamyl lactate,160.11,2.84264,4.38338,332.43574,0.0,3,1,,ASSOCIATIVE,OK
ethyl heptanoate,158.131,8.04651,3.05708,199.51212,0.0,2,0,,NONPOLAR,OK
nonanoic acid ethyl ester,186.162,5.75006,3.71489,246.84461,0.0,2,0,,NONPOLAR,OK
allylamine~|~2-propen-1-amine~|~3-amino-1-propene,57.058,1.16308,4.5,409.51867,0.0,1,1,,ASSOCIATIVE,"sigma: higher, kappa_ab: lower"
methyl heptanoate,144.115,4.91979,3.54784,239.95355,0.0,2,0,,NONPOLAR,OK
levulinic acid~|~4-oxopentanoic acid~|~4-oxo-pentanoic acid,116.047,1.6668,4.5,365.82606,0.0,2,1,,ASSOCIATIVE,"sigma: higher, epsilon_k_ab: higher"
"r141b~|~1,1-dichloro-1-fluoroethane",115.96,2.45672,3.62357,239.60133,2.014,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
4'-chloroacetophenone~|~1-(4-chlorophenyl)ethanone,154.019,3.84416,3.63325,321.73844,0.0,1,0,,NONPOLAR,OK
3-methyl-1-pentanol,102.104,2.53817,4.13056,309.18717,0.0,1,1,,ASSOCIATIVE,OK
4-methyl-1-pentanol,102.104,3.49708,3.69236,269.77131,0.0,1,1,,ASSOCIATIVE,OK
1-fluoropentane,90.084,3.23094,3.54826,229.49754,0.0,0,0,,NONPOLAR,OK
"demea~|~(diethylamino)ethanol~|~n,n-diethylethanolamine~|~2-(diethylamino)-ethanol",117.115,2.13996,4.5,351.45698,0.0,2,1,,ASSOCIATIVE,sigma: higher
propoxybenzene~|~phenyl propyl ether,136.089,3.56248,3.82761,298.90725,0.0,1,0,,NONPOLAR,OK
diisobutylamine~|~2-methyl-n-(2-methylpropyl)-1-propanamine,129.152,2.47901,4.5,200.12754,0.0,1,1,,ASSOCIATIVE,sigma: higher
"pentafluorophenol~|~2,3,4,5,6-pentafluorophenol",183.995,4.62079,3.15744,240.40086,0.0,1,1,,ASSOCIATIVE,kappa_ab: lower
hexamethylbenzene,162.141,5.23956,3.58873,285.16787,0.0,0,0,,NONPOLAR,OK
"1,2-epoxycyclohexane~|~7-oxabicyclo[4.1.0]heptane",98.073,2.90368,3.62022,299.07871,0.0,1,0,,NONPOLAR,OK
allyl phenyl ether,134.073,4.14113,3.57248,278.08668,0.0,1,0,,NONPOLAR,OK
m-tolualcohol~|~m-methylbenzylalcohol~|~3-methylbenzyl alcohol,122.073,7.43098,2.88488,224.7756,0.0,1,1,,ASSOCIATIVE,kappa_ab: lower
2-methyltetradecane,212.25,6.24738,3.94387,252.16201,0.0,0,0,,NONPOLAR,OK
2-methylnonadecane,282.329,9.10968,3.79612,241.15787,0.0,0,0,,NONPOLAR,OK
3-methyltetradecane,212.25,6.21121,3.94377,253.47584,0.0,0,0,,NONPOLAR,OK
3-methylnonadecane,282.329,8.11607,3.95237,253.11292,0.0,0,0,,NONPOLAR,OK
2-cyclohexen-1-one~|~2-cyclohexene-1-one,96.058,3.06286,3.54915,303.37106,3.63,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
5-hexen-2-one~|~1-hexen-5-one,98.073,3.79292,3.44147,253.38943,0.0,1,0,,NONPOLAR,OK
cinnamic acid~|~trans-cinnamic acid,148.052,2.79469,4.05506,277.62777,0.0,1,1,,ASSOCIATIVE,epsilon_k_ab: higher
"linolenic acid~|~9,12,15-octadecatrienoic acid",278.225,6.52426,4.11208,304.22167,0.0,1,1,,ASSOCIATIVE,OK
linoleic acid,280.24,6.33016,4.18378,306.76458,0.0,1,1,,ASSOCIATIVE,OK
arachidic acid~|~eicosanoic acid,312.303,8.73436,3.89804,266.93786,0.0,1,1,,ASSOCIATIVE,OK
ethylmethacrylate,114.068,2.8576,3.89269,283.49464,2.15,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
tert-butylmethacrylate,142.099,3.99873,3.79106,242.92548,1.95,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
2-methyl-2-nitropropane,103.063,2.77987,3.75583,278.53109,3.71,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
diphenyl carbonate,214.063,5.99901,3.51198,288.57293,0.0,3,0,,NONPOLAR,OK
thiirane~|~thiacyclopropane~|~ethylene sulfide,60.003,1.96264,3.4327,305.58153,1.85,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"2 3-dichloropropene~|~2,3-dichloropropene~|~2,3-dichloro-1-propene",109.969,3.05822,3.38941,262.25539,1.74,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
methyl 2-hydroxy-2-methylpropanoate~|~alpha-hydroxy-isobutyric acid methyl ester,118.063,1.71365,4.5,254.5576,0.0,3,1,,ASSOCIATIVE,sigma: higher
"tetramethylethylenediamine~|~n,n,n',n'-tetramethyl ethylenediamine~|~n,n,n',n'-tetramethyl-1,2-diaminoethane~|~n,n,n',n'-tetramethyl-1,2-ethanediamine",116.131,3.74063,3.74899,243.83498,0.0,2,0,,NONPOLAR,OK
"n,n,n',n'-tetramethyl-1,3-propanediamine~|~n,n,n',n'-tetramethyl-1,3-diamino propane",130.147,4.02618,3.79989,247.5631,0.0,2,0,,NONPOLAR,OK
2-(2-ethoxyethoxy)ethyl acetate~|~2-(2-ethoxyethoxy)-ethanolacetate~|~diethylene glycol ethyl ether acetate~|~diethylene glycol monoethyl ether acetate,176.105,5.07778,3.61687,259.75485,0.0,4,0,,NONPOLAR,OK
dibutoxymethane,160.146,4.76082,3.78343,245.26317,0.0,2,0,,NONPOLAR,OK
vanadium tetrachloride,189.823,1.63898,4.5,443.09059,0.0,0,0,,NONPOLAR,sigma: higher
vanadium oxytrichloride,173.872,2.0354,4.17481,361.33363,0.0,0,0,,NONPOLAR,OK
n-methylmorpholine,101.084,3.08358,3.63158,274.0252,0.0,2,0,,NONPOLAR,OK
triphenylphosphine,262.091,4.01103,4.44563,398.11092,1.39,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"2,6-dimethyl-4-heptanol",144.151,2.77168,4.5,279.91148,0.0,1,1,,ASSOCIATIVE,sigma: higher
2-sec-butylphenol~|~2-(1-methylpropyl)phenol,150.104,4.64573,3.59491,281.24146,0.0,1,1,,ASSOCIATIVE,OK
"diethylenetriamine~|~di(2-aminoethyl)amine~|~(2-aminoethyl)-1,2-ethanediamine~|~n-(2-aminoethyl)-1,2-ethanediamine",103.111,3.74055,3.48881,295.03128,0.0,3,3,,ASSOCIATIVE,OK
3-chloro-1-propanol,94.019,1.84362,4.07204,417.56519,0.0,1,1,,ASSOCIATIVE,kappa_ab: lower
r13i1~|~trifluoroiodomethane~|~iodotrifluoromethane,195.9,2.1598,3.68288,214.8023,0.92,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
ethyl thioacetate~|~ethyl thiolacetate,104.03,2.93082,3.65805,283.07672,0.0,2,0,,NONPOLAR,OK
"(z)-1,2-dimethylcyclopentane~|~cis-1,2-dimethylcyclopentane~|~1,cis-2-dimethylcyclopentane",98.11,2.835,3.89896,271.39519,0.0,0,0,,NONPOLAR,OK
"3,3-dimethylhexane",114.141,3.21937,4.03238,256.20469,0.0,0,0,,NONPOLAR,OK
tert-butyl mercaptan~|~2-methyl-2-propanethiol,90.05,2.43255,3.92458,267.04789,0.0,1,1,,ASSOCIATIVE,OK
"1,1-dimethyloxirane~|~2,2-dimethyloxirane~|~2,2-dimethyl-oxirane~|~1,2-epoxy-2-methylpropane",72.058,2.93339,3.36355,238.26391,0.0,1,0,,NONPOLAR,OK
"1,1-dichloropropane",111.985,2.72542,3.63709,271.36938,2.08,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
trifluoroacetonitrile~|~trifluoroethanenitrile,94.998,3.06734,3.04113,144.20538,0.0,1,0,,NONPOLAR,OK
perfluorobutane~|~decafluorobutane~|~n-perfluorobutane,237.984,3.75759,3.56412,163.97853,0.0,0,0,,NONPOLAR,OK
4-methoxyphenol~|~p-methoxyphenol,124.052,1.88128,4.5,436.7521,0.0,2,1,,ASSOCIATIVE,sigma: higher
1-bromo-3-chloropropane,155.934,3.09228,3.51255,296.50315,0.0,0,0,,NONPOLAR,OK
2-(2-hexoxyethoxy)ethanol~|~2-2-(hexyloxy)ethoxyethanol~|~2-(2-hexyloxyethoxy)ethanol~|~diethylene glycol n-hexyl ether,190.157,2.91146,4.5,189.48601,0.0,3,1,,ASSOCIATIVE,"sigma: higher, epsilon_k_ab: higher"
phenyl isocyanate,119.037,3.04118,3.68196,311.53357,2.42,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"r123~|~2,2-dichloro-1,1,1-trifluoroethane~|~1,1-dichloro-2,2,2-trifluoroethane",151.941,2.93973,3.49608,215.55589,1.356,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
ethyllaurate~|~ethyl dodecanoate~|~dodecanoic acid ethyl ester,228.209,6.84174,3.77182,249.46857,1.76,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"1,6-diisocyanatohexane~|~hexamethylene diisocyanate",168.09,5.61563,3.47802,270.18282,3.24,4,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
pentadecanoic acid~|~n-pentadecanoic acid,242.225,6.6234,3.92723,272.88887,0.0,1,1,,ASSOCIATIVE,OK
margarinic acid~|~heptadecanoic acid~|~n-heptadecanoic acid,270.256,7.32587,3.93445,271.10356,0.0,1,1,,ASSOCIATIVE,OK
2-ethylhexyl acrylate~|~2-ethylhexyl 2-propenoate~|~2-propenoicacid-2-ethylhexylester,184.146,4.56886,3.98014,272.06264,0.0,2,0,,NONPOLAR,OK
"1,2-dibromotetrafluoroethane~|~1,2-dibromo-1,1,2,2-tetrafluoroethane",257.83,2.72195,3.79323,238.22957,0.0,0,0,,NONPOLAR,OK
isopropanolamine~|~1-amino-2-propanol,75.068,1.35246,4.5,389.00281,0.0,2,2,,ASSOCIATIVE,sigma: higher
perfluoro-di-n-butylether~|~bis(nonafluorobutyl) ether,453.966,5.78975,3.81566,177.9356,0.0,1,0,,NONPOLAR,OK
tripropylene glycol~|~2-[2-(2-hydroxypropoxy)propoxy]-1-propanol,192.136,6.31493,3.40902,158.55115,0.0,4,2,,ASSOCIATIVE,OK
5-chloro-2-pentanone,120.034,2.20639,4.18919,389.69357,0.0,1,0,,NONPOLAR,OK
3-octanone,128.12,4.24072,3.67612,255.87651,2.44,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
3-nonanone,142.136,4.84869,3.64319,250.16129,2.48,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
ethyl 2-methylbutanoate~|~2-methylbutanoic acid ethyl ester,130.099,4.14141,3.6209,239.35493,0.0,2,0,,NONPOLAR,OK
"2,6-di-tert-butyl-p-cresol~|~2,6-di-tert.butyl-4-methylphenol~|~2,6-bis(1,1-dimethylethyl)-4-methylphenol",220.183,3.76611,4.5,316.13126,0.0,1,1,,ASSOCIATIVE,sigma: higher
2-tert-butyl-4-methylphenol,164.12,3.12047,4.24592,257.88316,0.0,1,1,,ASSOCIATIVE,OK
perfluorodecalin,461.971,4.72481,4.00419,220.63716,0.0,0,0,,NONPOLAR,OK
"r1243zf~|~3,3,3-trifluoropropene~|~3,3,3-trifluoro-1-propene~|~1,1,1-trifluoro-2-propene~|~3,3,3-trifluoropropylene (r1243zf)",96.019,2.56573,3.44587,177.11097,2.45,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
methacrolein~|~2-methyl-2-propenal~|~alpha-methylacrolein,70.042,2.58152,3.49089,256.52442,2.68,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
2-methyl-3-ethylpentane~|~3-ethyl-2-methylpentane~|~2-methyl-3-ethyl-pentane,114.141,3.3049,3.98271,255.59118,0.0,0,0,,NONPOLAR,OK
"1,1,3-trimethylcyclohexane",126.141,3.02181,4.16813,283.1046,0.0,0,0,,NONPOLAR,OK
ethanesulfonyl chloride~|~1-ethanesulfonyl chloride,127.97,3.1689,3.47702,296.13297,3.9,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
methanesulfonyl chloride,113.954,2.96998,3.32335,308.65059,3.15,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
fluorosulfonic acid,99.963,3.88272,2.74289,290.42839,0.0,2,1,,ASSOCIATIVE,"kappa_ab: lower, epsilon_k_ab: lower"
n-butyl lactate~|~butyl 2-hydroxypropanoate,146.094,4.72982,3.51655,254.63974,0.0,3,1,,ASSOCIATIVE,OK
2-butene,56.063,2.15183,3.71234,236.85896,0.0,0,0,,NONPOLAR,OK
dichlorosilane,99.93,2.18288,3.61809,242.08006,1.17,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
molybdenum hexafluoride,211.896,2.71801,3.3792,235.68763,0.0,0,0,,NONPOLAR,OK
"o-diethylbenzene~|~1,2-diethylbenzene",134.11,3.76372,3.82328,284.31432,0.0,0,0,,NONPOLAR,OK
"1,8-dichlorooctane",182.063,5.17941,3.6282,273.35267,0.0,0,0,,NONPOLAR,OK
diethyl methylmalonate~|~diethyl methylpropanedioate,174.089,5.90828,3.38548,233.42432,0.0,4,0,,NONPOLAR,OK
"5-methylindan~|~2,3-dihydro-5-methyl-1h-indene",132.094,2.72989,4.1746,356.96095,0.0,0,0,,NONPOLAR,OK
"isopropyl tert-butyl ether~|~1-methylethyl 1,1-dimethylethyl ether",116.12,3.52018,3.84456,228.32192,0.0,1,0,,NONPOLAR,OK
"chroman~|~3,4-dihydro-2h-1-benzopyran",134.073,3.45697,3.72517,325.75851,0.0,1,0,,NONPOLAR,OK
9-ethylcarbazole,195.105,4.77542,3.78804,341.28767,0.0,1,0,,NONPOLAR,OK
"tetraethylurea~|~n,n,n',n'-tetraethylurea",172.158,7.11008,3.2731,210.75338,0.0,1,0,,NONPOLAR,OK
tripropylaluminum,156.146,11.42858,2.7397,177.41522,0.0,0,0,,NONPOLAR,OK
"1,2-epoxy-perfluoropropylene~|~2,2,3-trifluoro-3-(trifluoromethyl)oxirane",165.985,3.58411,3.26746,155.0376,0.0,1,0,,NONPOLAR,OK
"hexanoic acid 1,2,3-propanetriyl ester",386.267,9.81644,3.8214,246.04115,0.0,6,0,,NONPOLAR,OK
"tricaprin~|~1,2,3-propanetriyl tridecanoate~|~decanoic acid 1,2,3-propanetriyl ester",554.455,11.27186,4.2548,278.04733,0.0,6,0,,NONPOLAR,OK
ethyl cyanoacetate~|~cyanoaceticacidethylester,113.048,4.45764,3.22649,283.2992,2.17,3,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
amyl propionate~|~amyl propioanate,144.115,5.0311,3.53421,234.61142,0.0,2,0,,NONPOLAR,OK
amyl butyrate~|~pentylbutyrate~|~pentyl butanoate,158.131,4.43868,3.84028,257.93654,1.76,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"3,4-dichlorophenyl isocyanate",186.959,2.12599,4.5,453.87334,0.0,2,0,,NONPOLAR,sigma: higher
(2-bromoethyl)benzene,183.989,4.17793,3.56695,293.32117,0.0,0,0,,NONPOLAR,OK
"di-n-propylcarbonate~|~carbonic acid, dipropyl ester",146.094,4.9132,3.48018,238.18706,0.0,3,0,,NONPOLAR,OK
hexamethylcyclotrisiloxane,222.056,4.60025,4.02943,219.40006,0.0,3,0,,NONPOLAR,OK
d5~|~decamethylcyclopentasiloxane,370.094,6.96787,4.17068,207.83461,1.35,5,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
ethyl myristate~|~ethyl tetradecanoate~|~tetradecanoic acid ethyl ester,256.24,7.6406,3.79434,249.10583,0.0,2,0,,NONPOLAR,OK
ethyl hexadecanoate~|~hexadecanoicacid-ethylester~|~hexadecanoic acid ethyl ester,284.272,8.55175,3.77946,247.8225,1.78,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
3-ethyl-3-methylpentane~|~3-methyl-3-ethylpentane,114.141,3.09421,4.06572,266.92626,0.0,0,0,,NONPOLAR,OK
imidazole~|~1h-imidazole,68.037,4.14062,2.75025,237.38272,0.0,1,1,,ASSOCIATIVE,kappa_ab: higher
"octanedioic acid dimethyl ester~|~1,8-octanedioic acid, dimethyl ester",202.121,5.83395,3.61675,264.63153,0.0,4,0,,NONPOLAR,OK
o-dinitrobenzene,168.017,3.31871,3.78661,355.00665,6.3,4,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
1-pentadecylnaphthalene~|~1-alpha-naphthylpentadecane,338.297,9.73191,3.79644,271.88605,0.0,0,0,,NONPOLAR,OK
"6,10-dimethyl-4,5,9-undecatrien-2-one~|~4,5,9-undecatrien-2-one, 6,10-dimethyl-",192.151,6.97965,3.49178,236.66611,0.0,1,0,,NONPOLAR,OK
sulfur monochloride,133.882,1.41717,4.33486,476.16102,0.0,2,0,,NONPOLAR,OK
"5,14-dibutyloctadecane",366.423,9.49068,4.07411,255.43755,0.0,0,0,,NONPOLAR,OK
(3-octylundecyl)benzene~|~9-(2-phenylethyl)heptadecane,344.344,8.85479,4.02601,267.74729,0.0,0,0,,NONPOLAR,OK
"1,7-dicyclopentyl-4-(3-cyclopentylpropyl)heptane",346.36,7.84833,4.16454,290.38467,0.0,0,0,,NONPOLAR,OK
"1,3,5-triisopropylbenzene~|~1,3,5-tris(1-methylethyl)benzene",204.188,5.48031,3.92029,256.73567,0.0,0,0,,NONPOLAR,OK
"2,3,3-trimethylpentane",114.141,3.01529,4.10282,267.9794,0.0,0,0,,NONPOLAR,OK
"1,2-ethanedioldinitrate~|~ethylene glycol dinitrate",152.007,5.48695,2.95302,250.09099,3.57,6,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"nitroglycerin~|~1,2,3-propanetrioltrinitrate",227.003,10.66681,2.61776,206.64887,3.15,9,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
diamylketone~|~6-undecanone~|~undecan-6-one,170.167,5.55943,3.70343,250.98159,2.67,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
2-oxadodecane~|~decyl methyl ether,172.183,5.45343,3.77925,246.99503,0.0,1,0,,NONPOLAR,OK
"enflurane~|~2-chloro-1,1,2-trifluoroethyl difluoromethyl ether",183.971,4.16377,3.28537,195.6078,0.0,1,0,,NONPOLAR,OK
2-propylthiophene~|~2-n-propylthiophene,126.05,3.12578,3.85762,301.65007,0.0,1,0,,NONPOLAR,OK
r12b2~|~dibromodifluoromethane,207.833,2.06713,3.80477,263.97546,0.0,0,0,,NONPOLAR,OK
acetyl chloride,77.987,2.63246,3.25647,236.53078,2.72,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
decyl acetate~|~n-decyl acetate~|~aceticaciddecylester,200.178,6.49423,3.65401,242.86719,0.0,2,0,,NONPOLAR,OK
"1,2-pentadiene",68.063,2.69215,3.58319,242.20223,0.0,0,0,,NONPOLAR,OK
"2,3-pentadiene",68.063,2.83396,3.51896,238.07795,0.0,0,0,,NONPOLAR,OK
2-methyldecane,156.188,4.87058,3.88386,245.87139,0.0,0,0,,NONPOLAR,OK
cyclooctanol,128.12,10.85314,2.52287,182.03137,0.0,1,1,,ASSOCIATIVE,kappa_ab: lower
"1,2-ethanedithiol",93.991,1.37632,4.5,466.00921,0.0,2,2,,ASSOCIATIVE,sigma: higher
"r225ca~|~1,1-dichloro-2,2,3,3,3-pentafluoropropane",201.938,3.42455,3.59595,210.6942,0.0,0,0,,NONPOLAR,OK
propanesulfonyl chloride,141.986,3.44022,3.57119,312.8655,0.0,2,0,,NONPOLAR,OK
trimethoxysilane,122.04,3.82528,3.48825,220.82175,0.0,3,0,,NONPOLAR,OK
ethyl oleate~|~ethyl-oleate~|~ethyl (z)-9-octadeceneoate~|~(z)-9-octadecenoic acid ethyl ester,310.287,6.08461,4.40445,299.3266,1.81,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
2-chloropyridine,113.003,2.91512,3.56295,333.81544,0.0,1,0,,NONPOLAR,OK
dihexylamine,185.214,3.66449,4.5,262.55031,0.0,1,1,,ASSOCIATIVE,sigma: higher
md2m~|~decamethyltetrasiloxane,310.127,6.63032,4.17216,206.12642,0.0,3,0,,NONPOLAR,OK
md3m~|~dodecamethylpentasiloxane,384.146,6.73076,4.4374,218.08777,0.0,4,0,,NONPOLAR,OK
4-cyanopyridine,104.037,3.78185,3.27969,303.76325,0.0,2,0,,NONPOLAR,OK
"1,4-dimethyl piperazine",114.116,3.29915,3.78633,270.94696,0.0,2,0,,NONPOLAR,OK
boric acid tripropyl ester,188.158,6.19312,3.59695,214.17539,0.0,3,0,,NONPOLAR,OK
"boric acid, triisopropyl ester",188.158,5.27377,3.83198,208.51683,0.0,3,0,,NONPOLAR,OK
"boric acid, triisobutyl ester",230.205,5.8444,3.97656,232.52772,0.0,3,0,,NONPOLAR,OK
"r123a~|~1,2-dichloro-1,1,2-trifluoroethane~|~1,2-dichloro-1,2,2-trifluoroethane",151.941,2.96894,3.48601,216.07352,1.302,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
2-ethyl-1-hexene~|~3-methyleneheptane,112.125,6.26475,3.14203,188.73986,0.0,0,0,,NONPOLAR,OK
propionic anhydride~|~propanoic anhydride,130.063,4.45131,3.39969,250.35148,3.3,3,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
1-methoxyisopropylacetate~|~1-methoxy-2-acetoxypropane~|~1-methoxy-2-propyl acetate~|~propylene glycol monomethyl ether acetate,132.079,4.83704,3.34259,230.68301,1.8,3,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"1-tert-butoxy-2-propanol~|~1-(1,1-dimethylethoxy)-2-propanol~|~propylene glycol 1-tert-butyl ether",132.115,3.97465,3.74381,250.94794,0.0,2,1,,ASSOCIATIVE,OK
